teacher_id,teacher_firstname,teacher_lastname,city,teacher_description,diploma_titles,diploma_levels,n_diplomas,highest_diploma_level,n_experiences
4b1e9d1cc9dd,Jean-Luc Dubois,Petit,Paris,"Formateur passionné en développement informatique, avec une solide expérience pédagogique.  Expertise dans la conception et l'animation de cours de programmation, de systèmes d'exploitation et de développement web.  Recherche à contribuer à l'excellence de l'enseignement et à l'épanouissement de ses étudiants.",Master en Informatique | Licence en Informatique,maitre | licence,2,licence,3
cb2e788255f7,Jean-Pierre Dubois,Martin,Paris,"Formateur expérimenté en informatique, passionné par l'enseignement et le partage de connaissances.  Fort d'une solide expérience en France et en développement informatique, je propose des cours de niveau intermédiaire et avancé, axés sur la pratique et la résolution de problèmes concrets.  Je recherche un poste stimulant où je peux contribuer à l'épanouissement des étudiants.",Master en Intelligence Artificielle | Licence en Informatique,master | licence,2,licence,3
6425e8b16d64,Jean-Pierre Dubois,Lefevre,Paris,"Formateur passionné et expérimenté en développement informatique, avec une solide expérience en France et en Europe.  Passionné par l'enseignement et la transmission de connaissances, je me concentre sur l'accompagnement des étudiants, en leur offrant des cours théoriques et pratiques, et en les aidant à maîtriser les concepts clés.  Je suis motivé par la création d'un environnement d'apprentissage stimulant et adapté aux besoins de chaque apprenant.",Master en Intelligence Artificielle | Doctorat en Architecture de Systèmes | Diplôme d'Ingénieur en Informatique,maitre | dr. | ingenieur,3,ingenieur,3
22bc38e94e55,Antoine Dubois,Lefebvre,Paris,"Formateur passionné et expérimenté en développement informatique, avec une solide expérience pédagogique et une expertise reconnue dans l'enseignement de la programmation et des algorithmes.  Axé sur l'enseignement pratique, la résolution de problèmes et le partage de connaissances.  Recherche à contribuer à l'évolution du domaine du développement informatique.",Master en Intelligence Artificielle | Licence en Informatique,master | licence,2,licence,3
e06d0c929e62,Jean-Pierre Dubois,Lefevre,Paris,"Formateur expérimenté en informatique, passionné par l'enseignement et l'accompagnement des étudiants.  Expert en développement logiciel, avec une solide expérience dans la conception et l'animation de cours.  Spécialisé dans les concepts avancés et la résolution de problèmes complexes.  A dirigé plusieurs projets de formation et a reçu des retours positifs pour sa pédagogie.",Master en Informatique | Doctorat en Intelligence Artificielle,master | doctorat,2,doctorat,3
834dc9de75aa,Antoine Dubois,Moreau,Paris,"Formateur passionné et expérimenté en développement informatique, avec une expertise dans l'enseignement et la formation.  Passionné par l'innovation et la pédagogie, Antoine apporte une approche pratique et motivante aux étudiants.  Il possède une solide base théorique et une grande capacité à transmettre ses connaissances de manière claire et engageante.",Master en Informatique | Licence en Informatique | Certificat de Formation en Éducation Professionnelle,master | licence | certificat,3,certificat,3
bf903bfa2f0c,Antoine Dubois,Moreau,Paris,"Formateur passionné et expérimenté en développement informatique, Antoine Dubois possède une solide expérience dans la transmission des connaissances et l'encadrement de formations. Il se spécialise dans l'enseignement des concepts fondamentaux et avancés, avec un accent sur la pratique et l'application des connaissances.  Antoine est un leader pédagogique, motivé par l'accompagnement des apprenants et la promotion de l'excellence.",Master en Informatique | Licence en Informatique,master | licence,2,licence,3
30b5b8dae3cf,Jean-Pierre Dubois,Lefevre,Paris,"Formateur passionné et expérimenté en informatique, avec une solide expertise en développement logiciel, en pédagogie et en enseignement à distance.  Fournit des cours de haut niveau, axés sur la pratique, la résolution de problèmes et l'application des concepts théoriques.  Spécialise dans l'apprentissage de la programmation et l'utilisation de technologies modernes.",Master en Informatique | Doctorat en Intelligence Artificielle,maitre | professeur,2,professeur,3
7281931ef39f,Jean-Luc Dubois,Martin,Paris,"Formateur expérimenté en informatique, passionné par l'enseignement et le partage de connaissances.  Expert en développement logiciel, avec une solide expérience dans la conception et l'animation de cours de niveau avancé.  Recherche un poste stimulant où mettre à profit ses compétences et son expertise.",Master en Informatique | Doctorat en Intelligence Artificielle,master | doctorat,2,doctorat,3
ddfaccbad87c,Jean-Pierre Dubois,Lefevre,Paris,"Formateur expérimenté en développement informatique, spécialisé dans l'apprentissage et la pédagogie. Passionné par la transmission des connaissances et l'accompagnement des étudiants.  A une solide expérience dans l'enseignement à temps plein et en freelance.  Recherche un poste stimulant où sa passion pour l'informatique et son expertise pédagogique peuvent contribuer au succès des apprenants.",Master en Informatique | Doctorat en Intelligence Artificielle,master | doctorat,2,doctorat,3
b9d89d328b34,Antoine Dubois,Lefebvre,Paris,"Formateur expérimenté en développement informatique, passionné par l'enseignement et la transmission des connaissances. Expertise dans les technologies Java, Python et Data Science.  Devenir un leader pédagogique, favorisant un apprentissage actif et une immersion dans les concepts.  Aptitude à adapter les cours aux besoins des étudiants et à créer un environnement d'apprentissage stimulant.",Master en Informatique | Licence en Informatique,maitre | licence,2,licence,3
f722aa05086c,Jean-Pierre Dubois,Martin,Paris,"Formateur passionné en développement informatique, avec une solide expérience dans l'enseignement et la création de cours innovants.  Expertise dans les langages Python, Java, et C++, avec une aptitude à adapter son enseignement aux différents niveaux et styles d'apprentissage.  Recherche un poste stimulant où transmettre son savoir et encourager la créativité.",Master en Informatique | Licence en Informatique,master | licence,2,licence,3
ad0ed23bc34c,Jean-Luc Dubois,Martin,Paris,"Formateur passionné et expérimenté en informatique, avec une solide expérience en enseignement et en développement de programmes.  Spécialisé dans l'apprentissage de la programmation, l'analyse de données et la science des données.  A dirigé des cours pour différents niveaux, de l'introduction à la programmation à des concepts avancés en machine learning.",Master en Informatique | Doctorat en Intelligence Artificielle,maitre | professeur,2,professeur,3
3812ae9367dd,Jean-Luc Dubois,Bernard,Paris,"Formateur et professeur expérimenté en développement informatique, passionné par l'enseignement et la transmission des connaissances.  Expertise dans les technologies Java, Python et Data Science, avec une forte orientation vers l'apprentissage pratique et la résolution de problèmes.  Recherche à contribuer à l'excellence de l'enseignement et à l'émergence de nouveaux talents dans le domaine.",Master en Informatique | Doctorat en Intelligence Artificielle,master | doctorat,2,doctorat,3
d1ff5a1db3f2,Antoine Dubois,Laurent Moreau,Paris,"Formateur expérimenté en développement informatique, spécialisé dans l'apprentissage et l'enseignement de la programmation. Passionné par l'accompagnement des étudiants et la transmission des connaissances. Forte expérience dans la création de cours et l'évaluation de l'apprentissage.",Master en Informatique | Certificat en Formation Continue,master | certificat,2,certificat,3
c90d6edd719c,Jean-Luc Dubois,Martin,Paris,"Formateur et professeur expérimenté en développement informatique, passionné par l'enseignement et la transmission de connaissances.  Fort de plus de 10 ans d'expérience dans la création et l'animation de formations, avec un focus sur les technologies modernes et les méthodologies pédagogiques innovantes.  Recherche constamment de nouvelles opportunités pour aider les étudiants à atteindre leurs objectifs.",Master en Informatique | Doctorat en Intelligence Artificielle | Certificat de Formation en Développement Logiciel,master | doctorat | certificat,3,certificat,3
126b846766c0,Antoine Dubois,Lefebvre,Paris,"Formateur passionné et expérimenté en informatique, spécialisé dans le développement logiciel, l'apprentissage automatique et la science des données.  Passionné par l'enseignement et la transmission de connaissances, Antoine possède une solide expérience dans la création et la mise en œuvre de formations pratiques et théoriques.  Il est reconnu pour son approche pédagogique engageante et sa capacité à adapter son enseignement aux différents niveaux et styles d'apprentissage.",Master en Intelligence Artificielle | Licence en Informatique | Certificat de Formation en Développement Logiciel,maitre | licence | certificat,3,certificat,3
975d6bc5f99c,Antoine Dubois,Laurent Moreau,Paris,"Formateur expérimenté en développement informatique, spécialisé dans l'apprentissage, la pédagogie et l'enseignement de la programmation. Passionné par l'innovation et l'amélioration continue, Antoine possède une solide expérience dans la conception et l'animation de formations de qualité. Il est reconnu pour son approche pédagogique centrée sur les étudiants, son engagement envers les meilleures pratiques et sa capacité à transmettre son expertise de manière claire et accessible.",Master en Sciences de l'Informatique | Certificat en Formation Continue,maitre | master,2,maitre,3
7fa3f557af86,Jean-Luc Dubois,Martin,Paris,"Formateur passionné en développement informatique, avec une solide expérience dans l'enseignement et la formation.  Expert en pédagogie et en adaptation des méthodes d'enseignement aux besoins des étudiants.  Recherche un poste stimulant où transmettre ses connaissances et inspirer les apprenants.",Master en Intelligence Artificielle | Licence en Informatique,maitre | licence,2,licence,3
f178ae8e406b,Jean-Luc Dubois,Martin,Paris,"Formateur expérimenté en développement informatique, spécialisé dans l'apprentissage automatique et l'intelligence artificielle. Passionné par l'enseignement et la transmission de connaissances, avec un accent sur la pratique et la résolution de problèmes concrets.  A dirigé plusieurs projets de recherche et développement, et possède une solide expérience dans la conception et l'animation de formations.",Master en Intelligence Artificielle | Doctorat en Mathématiques | Certificat en Formation Continue,master | doctorat | certificat,3,certificat,3
583610f074ca,Antoine Dubois,Lefebvre,Paris,"Formateur passionné en développement informatique, spécialisé dans l'apprentissage des langages de programmation et la résolution de problèmes complexes. Fort d'une solide expérience en France et en développement international, Antoine souhaite partager son expertise et aider les étudiants à maîtriser les technologies de l'information.",Master en Informatique | Licence en Informatique | Certificat en Développement Web,maitrise | licence | certificat,3,certificat,3
945236af04d4,Jean-Pierre Dubois,Lefebvre,Paris,"Formateur et professeur passionné d'informatique, avec une solide expérience en France et en développement international.  Expertise dans la conception et l'animation de cours, axée sur la pédagogie, l'innovation pédagogique et la résolution de problèmes.  Passionné par l'enseignement des langages de programmation et des concepts de développement logiciel.",Master en Informatique | Licence en Informatique,maitre | licence,2,licence,3
4c9fe8a8eb5e,Jean-Pierre Dubois,Leroy,Paris,"Formateur et professeur expérimenté en développement informatique, passionné par l'enseignement et la transmission des connaissances.  Expertise dans les langages Python, Java, et JavaScript, avec une solide expérience dans la conception et la mise en œuvre de cours de niveau avancé.  Recherche un poste stimulant où contribuer à l'excellence de l'apprentissage.",Master en Intelligence Artificielle | Licence en Informatique,master | licence,2,licence,3
246f48e66ebb,Antoine Dubois,Laurent Moreau,Paris,"Formateur et professeur expérimenté en informatique, spécialisé dans le développement logiciel, la pédagogie et la formation continue. Passionné par l'enseignement de la programmation et l'accompagnement des étudiants. Forte expertise en technologies telles que Python, Java, JavaScript, et les frameworks web.  Comprend les meilleures pratiques de développement et cherche à encourager l'apprentissage actif et l'application pratique.",Master en Informatique | Doctorat en Intelligence Artificielle,master | doctorat,2,doctorat,3
ac141777d92a,Jean-Luc Dubois,Bernard,Paris,"Formateur expérimenté en informatique, passionné par l'enseignement et la transmission des connaissances. Forte expertise en développement logiciel, avec une spécialisation en 'Développement Informatique' et une capacité à adapter le contenu aux différents niveaux de compréhension.  Comprend les meilleures pratiques et les méthodologies de développement modernes.",Master en Informatique | Licence en Informatique,master | licence,2,licence,2
59a916ecfdd8,Antoine Dubois,Lambert,Paris,"Formateur passionné et expérimenté en développement informatique, spécialisé dans l'apprentissage de l'informatique et la résolution de problèmes complexes.  Il a une solide expérience en enseignement et en développement de cours.  Il est un expert en pédagogie et s'engage à créer un environnement d'apprentissage stimulant et accessible.",Master en Informatique | Doctorat en Intelligence Artificielle,maitrise | doctorat,2,maitrise,3
9dc35ea2b60a,Antoine Dubois,Moreau,Paris,"Formateur passionné en développement informatique, expert en pédagogie et en apprentissage.  Offre des cours de formation de niveau avancé et intermédiaire pour les professionnels et les étudiants.  Se concentre sur l'application pratique des concepts et l'engagement des étudiants.",Master en Informatique | Certificat en Formation en Développement Logiciel,master | certificat,2,certificat,3
1da42f49d9cb,Antoine Dubois,Laurent Moreau,Paris,"Formateur passionné en développement informatique, avec une solide expérience pédagogique et une expertise dans la conception et l'animation de cours.  Recherche à contribuer à l'évolution de la formation informatique en France et à l'international.",Master en Informatique | Doctorat en Intelligence Artificielle,maitrise | doctorat,2,maitrise,3
6f27728804b1,Jean-Pierre Dubois,Martin,Paris,"Formateur expérimenté en informatique, passionné par l'enseignement et la formation.  Expertise en développement logiciel, avec une solide expérience en France et en développement dans le monde.  De plus, possède une maîtrise en informatique et un doctorat en Intelligence Artificielle.",Master of Science en Intelligence Artificielle | Doctorat en Informatique | Certificat de Formation en Développement Logiciel,master | doctorat | certificat,3,certificat,3
9932a7e3f46e,Antoine Dubois,Laurent Moreau,Paris,"Formateur passionné en développement informatique, avec une solide expérience en France et en développement international.  Expertise dans la pédagogie, la conception de cours et l'accompagnement des étudiants.  Soucieux de l'innovation pédagogique et de l'adaptation aux besoins des apprenants.",Master en Science des Informatiques | Doctorat en Informatique,master | doctorat,2,doctorat,3
b47c7a28a217,Antoine Dubois,Lambert,Paris,"Formateur passionné en développement informatique, avec une solide expérience dans l'enseignement et la pédagogie.  Expertise dans les langages Python, Java, et JavaScript, avec un accent sur l'apprentissage pratique et la résolution de problèmes.  Passionné par la création de cours engageants et adaptés aux différents niveaux.",Master en Informatique | Certificat d'Animation,maitre | certificat,2,certificat,3
cc20afe73e3b,Jean-Luc Dubois,Moreau,Paris,"Formateur expérimenté en informatique, spécialisé dans le développement logiciel et l'apprentissage. Passionné par l'enseignement et la transmission des connaissances, avec une solide expérience dans la conception et l'animation de cours, la formation de jeunes talents et l'adaptation aux besoins des étudiants.  Fort d'une formation solide en informatique et d'une expérience de plus de 10 ans dans le domaine, il souhaite partager son expertise et aider les étudiants à réussir dans le monde de l'informatique.",Master en Informatique | Licence en Informatique,maitre | licence,2,licence,3
f10966079666,Antoine Dubois,Leclerc,Paris,"Formateur expérimenté en développement informatique, spécialisé dans l'apprentissage et l'enseignement des concepts fondamentaux et avancés. Passionné par la transmission du savoir et l'accompagnement des étudiants dans leur parcours d'apprentissage. Forte d'une solide expérience en France et en développement international, Antoine apporte une expertise pédagogique et une connaissance approfondie des dernières technologies.",Master en Science des Systèmes d'Informations | Licence en Informatique,master | licence,2,licence,3
c6c3c165b762,Jean-Luc Dubois,Martin,Paris,"Formateur et professeur expérimenté en développement informatique, passionné par l'enseignement de l'apprentissage automatique, de la programmation orientée objet et de l'architecture logicielle.  Recherche une opportunité pour partager ses connaissances et inspirer les étudiants à travers des cours pratiques et des projets collaboratifs.",Master en Intelligence Artificielle | Licence en Informatique,master | licence,2,licence,2
e22eaf8d3d62,Antoine Dubois,Lambert,Paris,"Formateur passionné en développement informatique, avec une solide expérience pédagogique et une expertise dans l'enseignement de la programmation, des algorithmes et des structures de données.  Avertissant d'une forte motivation pour aider les étudiants à maîtriser les concepts fondamentaux et à développer leurs compétences pratiques.",Master en Informatique | Licence en Informatique,maitre | licence,2,licence,3
d0d1c4160588,Jean-Pierre Dubois,Lefebvre,Paris,"Formateur passionné et expérimenté en développement informatique, avec une solide expérience dans l'enseignement et la création de formations.  Il possède une expertise dans les technologies Java, Python, et une connaissance approfondie des méthodologies Agile.  Il est un fervent défenseur de l'apprentissage pratique et de la création de communautés d'apprentissage.",Master en Informatique | Licence en Informatique | Certificat de Formation en Développement Logiciel,maitrise | licence | certificat,3,certificat,3
d26d40b4bb91,Antoine Dubois,Laurent Moreau,Paris,"Formateur passionné et expérimenté en développement informatique, avec une solide expertise en conception, implémentation et optimisation de logiciels.  Passionné par l'enseignement et la transmission des connaissances, Antoine possède une expérience significative dans la gestion de cours et l'animation de sessions de formation.  Il s'engage à fournir un apprentissage engageant et pertinent, adapté aux besoins des étudiants.  Antoine a une formation solide en informatique et une expérience de plus de 10 ans dans le domaine.",Master en Intelligence Artificielle | Diplôme d'Ingénieur Informatique | Certificat de Formation en Développement Web,maitre | doctorat | senior,3,doctorat,3
709065e175a6,Jean-Luc Dubois,Moreau,Paris,"Formateur passionné et expérimenté en informatique, avec une solide expertise en développement logiciel, en pédagogie et en gestion de projet.  Passionné par l'enseignement et la transmission des connaissances, j'ai plus de 10 ans d'expérience en tant que professeur et formateur dans le domaine de l'informatique, en France et à l'étranger.  Je crois fermement à l'importance de l'apprentissage actif et de la pratique pour favoriser la compréhension et la maîtrise des concepts.",Master en Intelligence Artificielle | Doctorat en Systèmes d'Exploration | Licence en Informatique,master | doctorat | licence,3,doctorat,3
9f7e0a758c62,Jean-Pierre Dubois,Martin,Paris,"Formateur passionné en informatique, avec une solide expérience en enseignement et en développement de programmes.  Expertise dans la conception de cours interactifs et pratiques, axés sur la résolution de problèmes et l'apprentissage par l'expérience.  Recherche à proposer des cours stimulants et adaptés aux besoins des étudiants.",Master en Intelligence Artificielle | Licence en Informatique,maitre | master,2,maitre,2
e5b1ae049c02,Antoine Dubois,Laurent Moreau,Paris,"Formateur expérimenté en développement informatique, spécialisé dans la pédagogie et l'enseignement de l'informatique. Passionné par l'innovation et l'accompagnement des étudiants.  A une solide expérience dans la conception et l'animation de cours, et cherche à partager ses connaissances et à inspirer les apprenants.  Recherche un poste de formateur senior ou de professeur en France et en développement informatique.",Master en Intelligence Artificielle | Licence en Informatique,maitre | master,2,maitre,3
04c3c8fe152f,Jean-Luc Dubois,Petitjean,Paris,"Formateur expérimenté en développement informatique, passionné par l'enseignement et la transmission des connaissances.  Expert en pédagogie, avec une solide expérience dans la conception et l'animation de cours théoriques et pratiques.  Spécialise dans la programmation orientée objet, les bases de données et les architectures logicielles.  Recherche à contribuer à l'excellence de l'apprentissage et à la préparation des étudiants aux défis du monde numérique.",Master en Informatique | Licence en Informatique,maitre | licence,2,licence,3
4725c57b0d43,Jean-Luc Dubois,Martin,Paris,"Formateur expérimenté en informatique, passionné par l'enseignement et l'accompagnement des étudiants. Fort d'une solide expérience en France et en développement informatique, je propose des cours théoriques et pratiques, axés sur l'application des connaissances et la résolution de problèmes concrets.  Je cherche à partager ma connaissance et mon expertise pour aider les apprenants à développer leurs compétences.",Master en Informatique | Licence en Informatique,maitre | licence,2,licence,3
0d44cfc0b85f,Jean-Pierre Dubois,Lefevre,Paris,"Formateur passionné en développement informatique, avec une solide expérience en enseignement et en partage de connaissances.  Spécialiste dans les technologies Python et Java, avec une aptitude à adapter le contenu aux différents niveaux et publics.  Cherche à inspirer et à motiver les étudiants à maîtriser les concepts clés de l'informatique.",Master en Informatique | Licence en Informatique,master | licence,2,licence,3
7484dfeb3498,Antoine Dubois,Lambert,Paris,"Formateur passionné en développement informatique, avec une expertise dans la conception et l'animation de formations pour tous les niveaux.  Recherche un poste stimulant où transmettre ses connaissances et inspirer les étudiants.  Expert en pédagogie et en adaptation aux besoins des apprenants.",Master en Informatique | Certificat en Formation Continue,master | certificat,2,certificat,2
e2eaad95a1ed,Jean-Luc Dubois,Marin,Paris,"Formateur et professeur passionné d'informatique, spécialisé dans le développement logiciel, l'apprentissage automatique et l'analyse de données.  Expertise dans l'enseignement de concepts fondamentaux et avancés, l'application de techniques modernes et la résolution de problèmes complexes.  A dirigé plusieurs projets de recherche et a contribué à des publications académiques.",Master en Intelligence Artificielle | Doctorat en Ingénierie Logicielle | Licence en Informatique,master | doctorat | licence,3,doctorat,3
04aeab453354,Jean-Luc Dubois,Petitjean,Paris,"Formateur et professeur expérimenté en informatique, spécialisé dans le développement logiciel et l'enseignement. Passionné par l'apprentissage et la transmission de connaissances, avec une forte orientation vers l'innovation et la pédagogie active.  Recherche des opportunités pour développer des cours de qualité et stimuler l'intérêt des étudiants.",Master en Informatique | Doctorat en Intelligence Artificielle,master | doctorat,2,doctorat,3
89a1f566698e,Jean-Pierre Dubois,Lefebvre,Paris,"Formateur et professeur passionné en informatique, avec une solide expérience dans l'enseignement de la programmation et du développement logiciel.  Expert en pédagogie, accompagnement des étudiants et mise en pratique des concepts théoriques.  Passionné par l'innovation et la création de cours engageants et pertinents.",Master en Informatique | Licence en Informatique,maitre | licence,2,licence,3
e54f30bf5eb6,Jean-Luc Dubois,Moreau,Paris,"Formateur expérimenté en informatique, passionné par l'enseignement et la transmission de connaissances. Fort d'une solide expérience en France et en développement informatique international, je propose des cours de niveau intermédiaire et avancé, axés sur la pratique et l'application des concepts.  Je suis un expert en [mentionner 2-3 domaines d'expertise, ex: développement web, data science, algorithmique].  Mon objectif est de former des étudiants capables de résoudre des problèmes complexes et de s'adapter aux évolutions rapides du secteur.",Master en Informatique | Licence en Informatique,maitre | licence,2,licence,2
e133c0327899,Antoine Dubois,Lambert,Paris,"Formateur expérimenté en développement informatique, passionné par l'enseignement et l'accompagnement des étudiants. Fort d'une solide expérience en France et en développement, Antoine possède une expertise dans la conception et l'animation de cours de qualité, axés sur la pratique et l'application des concepts. Il est reconnu pour son approche pédagogique, son engagement envers les étudiants et sa capacité à créer un environnement d'apprentissage stimulant.",Master en Informatique | Licence en Informatique,maitre | licence,2,licence,3
4d1b23562666,Antoine Dubois,LeBlanc,Paris,"Formateur passionné et expérimenté en développement informatique, Antoine possède une solide expérience en enseignement et en développement de cours. Il est passionné par l'aide aux étudiants à maîtriser les concepts clés et à développer leurs compétences en programmation. Il s'engage à fournir un apprentissage engageant et pertinent.",Master en Intelligence Artificielle | Licence en Informatique,maitrise | licence,2,maitrise,2
5e869691106e,Antoine Dubois,Laurent Moreau,Paris,"Formateur passionné et expérimenté en développement informatique, Antoine Dubois possède une solide expérience dans la conception et l'animation de cours, allant de la formation initiale à la spécialisation. Il se spécialise dans les technologies Python et Java, et possède une forte capacité à transmettre ses connaissances de manière claire et engageante.  Antoine est également un fervent défenseur de l'apprentissage pratique et de l'expérimentation.",Master en Informatique | Doctorat en Intelligence Artificielle,maitre | dr.,2,maitre,2
15bdd90f10ef,Antoine Dubois,Lambert,Paris,"Formateur et professeur expérimenté en informatique, spécialisé dans le développement logiciel et l'apprentissage. Passionné par l'enseignement, l'innovation pédagogique et la création d'expériences d'apprentissage engageantes.  A une solide expérience dans la conception et l'animation de cours, et une expertise dans les méthodologies d'enseignement adaptées aux différents niveaux.",Master en Intelligence Artificielle | Doctorat en Systèmes d'Exploitation | Licence en Informatique,master | doctorat | licence,3,doctorat,3
85df21b999bf,Antoine Dubois,Moreau,Paris,"Formateur et professeur expérimenté en informatique, passionné par l'enseignement et la transmission de connaissances. Fort d'une solide expérience en France et en développement informatique international, Antoine possède une approche pédagogique centrée sur l'apprentissage actif et l'application pratique.  Il souhaite proposer des cours de qualité, adaptés aux besoins de ses étudiants, tout en favorisant la créativité et la résolution de problèmes.",Master en Intelligence Artificielle | Licence en Informatique,master | licence,2,licence,3
e90aeb6959db,Jean-Pierre Dubois,Laurent Moreau,Paris,"Formateur et professeur d'informatique passionné, spécialisé dans le développement logiciel, l'intelligence artificielle et la sécurité informatique.  Aventurier dans la transmission de la connaissance et de l'expertise, avec un engagement envers l'excellence pédagogique et la résolution de problèmes.  Passionné par l'innovation et la création de programmes efficaces et robustes.",Master en Informatique Économique | Doctorat en Intelligence Artificielle,maitre | professeur,2,professeur,3
793114216b21,Jean-Pierre Dubois,Leroux,Paris,"Formateur et professeur expérimenté en informatique, passionné par l'enseignement et la transmission des connaissances.  Expert en développement logiciel, avec une solide expérience dans la gestion de cours et la création de contenu pédagogique.  A une forte orientation vers l'apprentissage actif et la résolution de problèmes.",Master en Informatique | Doctorat en Intelligence Artificielle,master | doctorat,2,doctorat,3
268777e353aa,Jean-Pierre Dubois,Lefebvre,Paris,"Formateur passionné en informatique, avec plus de 10 ans d'expérience dans la conception et l'animation de formations. Expertise en développement logiciel, avec une solide expérience en France et en développement en Europe.  Recherche un poste de formateur en développement informatique, en France ou à l'étranger.",Master en Intelligence Artificielle | Diplôme d'Ingénieur Informatique | Certificat de Formation en Développement Logiciel,maitre | doctorat | senior,3,doctorat,3
bc808e56d4b8,Jean-Luc Dubois,Petitjean,Paris,"Formateur expérimenté en développement informatique, passionné par l'enseignement et le partage des connaissances.  Expert en pédagogie, avec une solide expérience dans la conception et la mise en œuvre de programmes d'apprentissage innovants.  Recherche à la fois de défis stimulants et de collaborations pour améliorer la qualité de l'enseignement.",Master en Informatique | Licence en Informatique,maitre | licence,2,licence,3
ec1c2c1c0a83,Jean-Luc Dubois,Moreau,Paris,"Formateur passionné en informatique, avec une solide expérience en enseignement et en développement de cours.  Passionné par l'aide aux étudiants à maîtriser les concepts et à développer leurs compétences en programmation.  Expertise dans les cours de développement informatique, incluant la programmation orientée objet, les bases de données, et les technologies web.",Master en Informatique | Doctorat en Intelligence Artificielle,maitrise | doctorat,2,maitrise,3
68b8eba8851a,Jean-Luc Dubois,Martin,Paris,"Formateur passionné en informatique, avec une solide expérience en enseignement et en développement de cours.  Expert en pédagogie, spécialisé dans les technologies du 21ème siècle, avec un fort engagement envers l'apprentissage actif et la résolution de problèmes pratiques.  A une expertise en développement logiciel et en didactique.",Master en Informatique | Licence en Informatique,maitre | licence,2,licence,3
d86d0171cda6,Antoine Dubois,Lefebvre,Paris,"Formateur et professeur passionné d'informatique, spécialisé dans le développement logiciel, l'analyse de données et la programmation orientée objet.  Fort d'une solide expérience en France et en développement international, Antoine possède une capacité d'enseignement exceptionnelle et une expertise dans la transmission des connaissances.  Il est motivé par l'innovation et l'accompagnement des étudiants vers des compétences solides.",Master en Science des Données | Doctorat en Informatique | Licence en Informatique,master | doctorat | licence,3,doctorat,3
bd3dcdb3678b,Antoine Dubois,Lefebvre,Paris,"Formateur et professeur passionné d'informatique, avec une solide expérience dans la conception et l'enseignement de cours de développement logiciel.  Expert en pédagogie, avec un engagement envers l'apprentissage actif et la résolution de problèmes.  Recherche à apporter une expertise et une approche innovante aux étudiants.",Master en Intelligence Artificielle | Licence en Informatique | Certificat de Formation en Développement Web,master | licence | certificat,3,certificat,3
1d02ed137104,Jean-Pierre Dubois,Martin,Paris,"Formateur passionné et expérimenté en développement informatique, avec une solide expérience en France et en développement international.  Un expert en enseignement, avec une approche pédagogique centrée sur l'apprentissage actif et l'application pratique.  Passionné par l'innovation et l'accompagnement des étudiants.",Master en Informatique | Doctorat en Intelligence Artificielle,maitrise | doctorat,2,maitrise,3
2245901a7cc3,Antoine Dubois,Lambert,Paris,"Formateur passionné en informatique, avec une solide expérience dans la conception et l'animation de formations. Spécialiste du développement logiciel, avec une expertise dans les langages Python, Java, et C++.  Aimerait proposer des cours innovants et adaptés aux besoins des étudiants.  Fort d'une formation en informatique et d'une expérience de plusieurs années dans l'enseignement, Antoine est motivé à partager ses connaissances et à aider les étudiants à atteindre leurs objectifs.",Master en Informatique | Licence en Informatique,maitre | licence,2,licence,2
679aee34b146,Antoine Dubois,LeBeau,Paris,"Formateur passionné et expérimenté en développement informatique, avec une solide expertise dans la conception et l'animation de cours de qualité.  Passionné par l'enseignement, l'innovation pédagogique et l'accompagnement des étudiants vers la réussite.  A une expérience significative dans l'enseignement à temps plein et à temps partiel en France et dans un environnement international.",Master en Intelligence Artificielle | Diplôme d'État en Informatique | Certificat de Formation en Développement Logiciel,master | doctorat | certificat,3,certificat,3
b851f7a014f5,Jean-Luc Dubois,Moreau,Paris,"Formateur passionné en informatique, avec une solide expérience dans la conception et l'animation de formations, tant en France qu'à l'international.  Expert en développement de programmes et en pédagogie interactive.  Vise à aider les étudiants à maîtriser les concepts fondamentaux et à acquérir des compétences pratiques en développement informatique.",Master en Intelligence Artificielle | Certificat de Formation en Développement Web | Licence en Informatique,master | certificat | licence,3,certificat,3
bddc3a6e09aa,Jean-Pierre Dubois,Lefevre,Paris,"Formateur expérimenté en informatique, spécialisé dans le développement logiciel et l'apprentissage. Passionné par l'enseignement et la transmission de connaissances, avec un accent sur la pratique et la résolution de problèmes concrets.  A dirigé des cours pour plusieurs années, démontrant une capacité à expliquer des concepts complexes de manière accessible et engageante.",Master en Intelligence Artificielle | Licence en Informatique | Certificat en Formation Continue,master | licence | certificat,3,certificat,3
628daa66b145,Antoine Dubois,Lefevre,Paris,"Formateur et professeur expérimenté en développement informatique, spécialisé dans l'apprentissage automatique et la science des données. Passionné par l'enseignement, l'innovation pédagogique et la création de ressources pédagogiques de qualité. Forte d'une expérience internationale, Antoine possède une solide expertise en français et en anglais, et s'investit dans la formation des étudiants et des professionnels du secteur.",Master en Intelligence Artificielle | Doctorat en Mathématiques,master | doctorat,2,doctorat,3
